idx,Var1,x____,x__,x_____1,x___1,x_____2,x___2,x___3,x_____3,x___4
1,148,1160,199.5806427,1187,0.046530917,6469144,7633.255371,0.933333337,2.51154643475863,0.00216512623686089
1,149,1160,169.6435547,1187,0.04651729,6474659.5,7972.209473,0.936666667,2.51007559197516,0.0021638582689441
1,150,1160,139.7064514,1187,0.046503663,6480176,8311.164063,0.939999998,2.50860518000438,0.00216259067241757
1,151,1160,109.7693481,1187,0.046490032,6485691.5,8650.119141,0.943333328,2.50713476741879,0.00216132307536102
1,152,1160,79.8322525,1187,0.046476405,6491207.5,8989.073242,0.946666658,2.50566521719987,0.00216005622172403
1,153,1160,49.89516068,1187,0.046462778,6496723,9328.027344,0.949999988,2.50419609779365,0.00215878973947728
1,154,1160.199951,45.35923386,1187,0.046466939,6520537.5,8576.904297,0.956666708,2.50507637671884,0.00215917642002972
1,155,1160.400024,40.82331467,1187,0.046471108,6544352,7825.781738,0.963333309,2.50595797672832,0.00215956387874766
1,156,1160.599976,36.28738785,1187,0.046475269,6568166.5,7074.658203,0.970000029,2.5068386477403,0.00215995062862236
1,157,1160.800049,31.75146484,1187,0.046479434,6591981,6323.535156,0.976666629,2.50772020663853,0.00216033778496036
1,158,1161,27.21554184,1187,0.046483599,6615795.5,5572.412109,0.983333349,2.50860169712764,0.0021607249759928
1,159,1160.800049,105.233429,1187,0.046474639,6591319,6014.408203,0.976666629,2.50720282090003,0.00215989207018032
1,160,1160.599976,183.2513275,1187,0.046465676,6566842.5,6456.405273,0.970000029,2.50580387712916,0.00215905904613698
1,161,1160.400024,261.2692261,1187,0.046456721,6542366,6898.401367,0.963333309,2.50440657681121,0.00215822692607184
1,162,1160.199951,339.2871094,1187,0.046447761,6517889.5,7340.398438,0.956666708,2.50300899540727,0.00215739450191312
1,163,1160,417.3049927,1187,0.046438802,6493413,7782.394531,0.949999988,2.50161230418644,0.0021565623311952
1,164,1160.199951,379.2032166,1187,0.046437666,6523778,8189.140137,0.946666658,2.50192110099029,0.00215645682352756
1,165,1160.400024,341.1014709,1187,0.046436533,6554142,8595.885742,0.943333328,2.50223044498097,0.00215635159706009
1,166,1160.599976,302.9996948,1187,0.046435397,6584507,9002.630859,0.939999998,2.50253916558205,0.00215624609454761
1,167,1160.800049,264.8979492,1187,0.046434261,6614871,9409.375977,0.936666667,2.50284810788128,0.00215614059461612
1,168,1161,226.7961731,1187,0.046433125,6645236,9816.12207,0.933333337,2.50315674792539,0.00215603509726562
1,169,1160.800049,336.5655518,1187,0.046413187,6644174,9542.246094,0.936666667,2.50057680859349,0.00215418392749697
1,170,1160.599976,446.3348999,1187,0.046393253,6643112.5,9268.371094,0.939999998,2.49799870044787,0.00215233392392201
1,171,1160.400024,556.104248,1187,0.046373315,6642050.5,8994.496094,0.943333328,2.49542208449276,0.00215048434408922
1,172,1160.199951,665.8736572,1187,0.046353381,6640989,8720.621094,0.946666658,2.49284730085501,0.00214863593013116
1,173,1160,775.6430054,1187,0.046333443,6639927,8446.746094,0.949999988,2.49027401067173,0.00214678794023425
1,174,1160.199951,633.2149658,1187,0.046336219,6649303.5,7966.786133,0.946666658,2.49100172564354,0.00214704519121596
1,175,1160.400024,490.7869568,1187,0.046338994,6658680.5,7486.82666,0.943333328,2.49172971580239,0.00214730236493204
1,176,1160.599976,348.3589478,1187,0.046341773,6668057.5,7006.867676,0.939999998,2.49245799716233,0.00214755992478353
1,177,1160.800049,205.930954,1187,0.046344548,6677434.5,6526.907715,0.936666667,2.49318622896269,0.0021478171293243
1,178,1161,63.50292969,1187,0.046347324,6686811.5,6046.948242,0.933333337,2.49391442711669,0.00214807444196098
1,179,1160.800049,132.4489746,1187,0.046330415,6657219,6266.59082,0.933333337,2.4916658417859,0.00214650735407222
1,180,1160.599976,201.3950043,1187,0.046313509,6627627,6486.23291,0.933333337,2.48941860762692,0.00214494111589308
1,181,1160.400024,270.3410339,1187,0.046296597,6598034.5,6705.875488,0.933333337,2.48717227818378,0.00214337489378041
1,182,1160.199951,339.2871094,1187,0.046279691,6568442.5,6925.517578,0.933333337,2.48492762391549,0.00214180979905548
1,183,1160,408.2331238,1187,0.046262786,6538850,7145.160645,0.933333337,2.48268462743888,0.0021402453684818
1,184,1160.199951,326.5865173,1187,0.046259381,6573351.5,7456.998535,0.939999998,2.48274706459318,0.00213993033050316
1,185,1160.400024,244.9398804,1187,0.046255969,6607853,7768.836914,0.946666658,2.4828089122476,0.00213961466812896
1,186,1160.599976,163.2932587,1187,0.046252564,6642354,8080.674805,0.953333318,2.4828711532887,0.0021392996765741
1,187,1160.800049,81.64662933,1187,0.046249155,6676855.5,8392.512695,0.959999979,2.48293312460907,0.00213898433821402
1,188,1161,0,1187,0.046245746,6711357,8704.351563,0.966666639,2.48299473581505,0.00213866902309652
1,189,1160.800049,39.00894547,1187,0.046242088,6716348.5,8685.370117,0.956666708,2.48217438435599,0.00213833070259974
1,190,1160.599976,78.01789093,1187,0.046238426,6721340.5,8666.388672,0.946666658,2.48135350910224,0.00213799203895748
1,191,1160.400024,117.0268326,1187,0.046234768,6726332.5,8647.40625,0.936666667,2.48053348834853,0.00213765377201382
1,192,1160.199951,156.0357819,1187,0.046231106,6731324,8628.424805,0.926666617,2.47971294620451,0.00213731516198324
1,193,1160,195.0447235,1187,0.046227448,6736316,8609.443359,0.916666687,2.47889326036754,0.0021369769485927
1,194,1160.199951,156.0357819,1187,0.046221647,6719879,8202.698242,0.923333347,2.47869833906011,0.00213644065139261
1,195,1160.400024,117.0268326,1187,0.04621584,6703441.5,7795.953125,0.930000007,2.47850289841895,0.0021359038669056
1,196,1160.599976,78.01789093,1187,0.046210039,6687004.5,7389.20752,0.936666667,2.47830770645637,0.00213536770438152
1,197,1160.800049,39.00894547,1187,0.046204232,6670567,6982.462402,0.943333328,2.47811199291389,0.00213483105470982
1,198,1161,0,1187,0.046198428,6654130,6575.716797,0.949999988,2.47791620436824,0.00213429474967118
1,199,1160.800049,14.51495552,1187,0.046193764,6632866.5,6678.759277,0.949999988,2.47698924131105,0.0021338638324877
1,200,1160.599976,29.02991104,1187,0.046189092,6611603,6781.80127,0.949999988,2.47606138307948,0.00213343221978446
1,201,1160.400024,43.54486465,1187,0.046184424,6590340,6884.84375,0.949999988,2.47513443504577,0.00213300102021178
1,202,1160.199951,58.05982208,1187,0.046179753,6569076,6987.885254,0.949999988,2.47420713050509,0.00213256958714101
1,203,1160,72.5747757,1187,0.046175085,6547813,7090.927734,0.949999988,2.47328063071838,0.00213213847475722
1,204,1160.199951,58.05982208,1187,0.046162467,6580949,7877.302246,0.943333328,2.47235518730447,0.00213097335952609
1,205,1160.400024,43.54486465,1187,0.04614985,6614085.5,8663.676758,0.936666667,2.47143001440352,0.0021298086550225
1,206,1160.599976,29.02991104,1187,0.046137232,6647221.5,9450.051758,0.930000007,2.47050438029983,0.00212864417662182
1,207,1160.800049,14.51495552,1187,0.046124615,6680358,10236.42578,0.923333347,2.46957901465559,0.00212748010889823
1,208,1161,0,1187,0.046111997,6713494,11022.7998,0.916666687,2.46865318636782,0.00212631626732801
1,209,1160.800049,151.4998322,1187,0.046111997,6716197,10182.19336,0.920000017,2.46822802730385,0.00212631626732801
1,210,1160.599976,302.9996643,1187,0.046111997,6718899.5,9341.585938,0.923333347,2.4678026088293,0.00212631626732801
1,211,1160.400024,454.4995422,1187,0.046111997,6721602.5,8500.978516,0.926666617,2.46737744763901,0.00212631626732801
1,212,1160.199951,605.9993286,1187,0.046111997,6724305,7660.371582,0.930000007,2.46695202916446,0.00212631626732801
1,213,1160,757.4992065,1187,0.046111997,6727008,6819.764648,0.933333337,2.46652687010049,0.00212631626732801
1,214,1160,717.5831299,1187,0.046100512,6729159,7147.872559,0.933333337,2.46529835972809,0.00212525720666214
1,215,1160,677.6669922,1187,0.046089031,6731310,7475.97998,0.933333337,2.464070583082,0.00212419877851896
1,216,1160,637.7508545,1187,0.046077546,6733461.5,7804.088379,0.933333337,2.46284268464325,0.00212314024538212
1,217,1160,597.8347168,1187,0.046066064,6735612.5,8132.195801,0.933333337,2.46161541284443,0.0021220822524521
1,218,1160,557.9185791,1187,0.046054583,6737763.5,8460.303711,0.933333337,2.46038855375251,0.00212102461530389
1,219,1160,494.4156799,1187,0.046056598,6763550.5,8791.123047,0.936666667,2.46060385442698,0.0021212102193336
1,220,1160,430.9127197,1187,0.046058621,6789336.5,9121.942383,0.939999998,2.4608200193691,0.00212139656842164
1,221,1160,367.4098206,1187,0.04606064,6815123,9452.762695,0.943333328,2.46103576636314,0.0021215825572096
1,222,1160,303.9068909,1187,0.046062663,6840909,9783.582031,0.946666658,2.46125195027582,0.00212176892265157
1,223,1160,240.4039459,1187,0.046064682,6866696,10114.40234,0.949999988,2.4614677162029,0.00212195492776112
1,224,1160,209.5596619,1187,0.046067204,6854258,9547.669922,0.946666658,2.46173724987803,0.00212218728437762
1,225,1160,178.7153931,1187,0.046069726,6841819.5,8980.938477,0.943333328,2.46200679830949,0.00212241965371508
1,226,1160,147.871109,1187,0.046072252,6829381.5,8414.206055,0.939999998,2.46227678904774,0.0021226524043515
1,227,1160,117.026825,1187,0.046074778,6816943,7847.474609,0.936666667,2.46254679458917,0.00212288516774928
2,1,1160,117.026825,1187,0.046074778,6816943,7847.474609,0.936666667,2.46254679458917,0.00212288516774928
2,2,1160,86.18254852,1187,0.0460773,6804505,7280.742188,0.933333337,2.4628163873364,0.00212311757529
2,3,1160.199951,121.5627594,1187,0.046064556,6827092.5,7174.988281,0.936666667,2.46187853528215,0.00212194331947714
2,4,1160.400024,156.9429626,1187,0.046051811,6849679,7069.234375,0.939999998,2.46094074241749,0.00212076929637972
2,5,1160.599976,192.3231659,1187,0.046039067,6872266.5,6963.480957,0.943333328,2.46000270721121,0.00211959569023049
2,6,1160.800049,227.7033844,1187,0.046026323,6894853.5,6857.727539,0.946666658,2.4590648360542,0.00211842240890033
2,7,1161,263.0835876,1187,0.046013579,6917441,6751.973633,0.949999988,2.45812661422391,0.00211724945238924
2,8,1160.800049,354.7092285,1187,0.046010174,6907154,7467.845215,0.946666658,2.457339541971,0.00211693611151028
2,9,1160.599976,446.3348999,1187,0.046006761,6896867,8183.716797,0.943333328,2.4565515093806,0.00211662205771112
2,10,1160.400024,537.9605713,1187,0.046003357,6886580,8899.588867,0.939999998,2.45576484644608,0.00211630885526945
2,11,1160.199951,629.5862427,1187,0.045999948,6876293.5,9615.460938,0.936666667,2.45497754592257,0.0021159952160027
2,12,1160,721.2119141,1187,0.045996543,6866006.5,10331.33301,0.933333337,2.45419108282299,0.00211568196795085
2,13,1160.199951,576.9694824,1187,0.045998309,6845777,9721.214844,0.933333337,2.45480260500679,0.00211584443085948
2,14,1160.400024,432.7271729,1187,0.046000075,6825548,9111.09668,0.933333337,2.45541445755069,0.00211600690000563
2,15,1160.599976,288.4847412,1187,0.046001844,6805318.5,8500.978516,0.933333337,2.45602644662716,0.00211616965140034
2,16,1160.800049,144.2423706,1187,0.04600361,6785089.5,7890.859863,0.933333337,2.45663844372394,0.0021163321330321
2,17,1161,0,1187,0.046005376,6764860,7280.742188,0.933333337,2.4572502548665,0.00211649462090138
2,18,1161,16.32932663,1187,0.045997426,6775353.5,7191.258301,0.936666667,2.45640107360418,0.00211576319862548
2,19,1161,32.65865326,1187,0.045989476,6785847.5,7101.774414,0.939999998,2.45555203909806,0.00211503190275458
2,20,1161,48.98797607,1187,0.045981526,6796341.5,7012.290527,0.943333328,2.45470315134815,0.00211430073328868
2,21,1161,65.31730652,1187,0.04597358,6806835.5,6922.806152,0.946666658,2.45385483735704,0.0021135700580164
2,22,1161,81.64662933,1187,0.045965631,6817329,6833.322266,0.949999988,2.45300634977789,0.00211283923322816
